items.name,items.quantity,items.price,storeLocation,customer.gender,purchaseMethod,saleDate
,,,Denver,M,In store,2015-09-04T08:46:06.815Z
,,,Denver,F,Online,2015-12-11T07:04:49.703Z
,,,San Diego,M,In store,2017-10-02T22:23:16.999Z
,,,Denver,M,Phone,2015-11-02T18:07:29.832Z
,,,London,F,In store,2015-09-19T23:59:38.307Z
,,,San Diego,F,In store,2014-04-29T23:33:06.090Z
,,,Seattle,M,Phone,2017-08-24T06:09:24.079Z
,,,New York,F,Phone,2016-02-13T01:28:23.973Z
,,,Seattle,M,In store,2014-01-22T12:19:11.920Z
,,,Denver,F,Online,2014-03-15T21:24:02.575Z
,,,Seattle,M,In store,2015-08-16T15:12:50.378Z
,,,New York,M,In store,2017-02-24T20:56:53.049Z
,,,Denver,M,In store,2016-02-18T01:17:19.200Z
,,,New York,M,Online,2013-05-13T19:35:40.022Z
,,,Denver,M,In store,2014-11-28T08:25:20.676Z
,,,Denver,M,Phone,2013-02-26T22:53:43.425Z
,,,London,M,In store,2014-08-29T04:56:51.906Z
,,,Denver,M,Online,2017-05-25T00:52:52.292Z
,,,New York,F,In store,2017-11-16T00:29:15.193Z
,,,London,F,In store,2017-07-22T09:01:03.159Z
,,,Denver,F,In store,2014-01-17T14:50:26.974Z
,,,Seattle,M,In store,2015-12-14T14:42:02.175Z
,,,Austin,M,In store,2015-07-13T09:45:25.090Z
,,,New York,M,Online,2016-06-05T03:57:39.871Z
,,,Seattle,F,Online,2015-09-04T05:44:14.256Z
,,,London,F,Phone,2013-12-17T04:58:12.497Z
,,,New York,M,In store,2015-04-18T12:50:52.349Z
,,,London,M,In store,2014-07-09T17:31:32.097Z
,,,New York,F,Phone,2015-01-17T19:24:29.678Z
,,,London,M,Phone,2015-10-06T16:09:13.356Z
,,,London,M,In store,2013-09-10T03:43:21.420Z
,,,Denver,F,In store,2014-04-03T11:17:47.530Z
,,,Austin,M,In store,2013-04-03T05:51:21.890Z
,,,Seattle,F,In store,2016-03-12T06:18:36.655Z
,,,Seattle,M,Phone,2017-11-01T22:20:47.013Z
,,,Denver,M,Online,2015-09-16T08:02:37.318Z
,,,Austin,F,In store,2015-09-03T11:53:22.803Z
,,,Seattle,M,In store,2016-07-29T16:21:29.738Z
,,,London,F,In store,2015-12-12T07:57:03.717Z
,,,London,F,Online,2015-12-16T11:35:07.055Z
,,,London,F,Phone,2017-09-09T07:05:51.638Z
,,,Denver,F,Online,2017-09-08T06:15:34.545Z
,,,Austin,F,In store,2017-03-15T10:00:03.723Z
,,,London,F,Online,2015-08-18T08:36:38.278Z
,,,Seattle,M,In store,2015-02-01T21:53:47.697Z
,,,Denver,F,In store,2015-03-25T03:56:07.772Z
,,,Denver,F,In store,2014-09-17T03:12:50.215Z
,,,London,F,In store,2017-12-03T04:39:59.486Z
,,,Austin,M,Online,2014-04-15T16:17:00.422Z
,,,Denver,F,In store,2013-09-03T19:04:59.767Z
,,,New York,F,In store,2016-02-29T04:38:18.890Z
,,,Denver,M,In store,2013-01-02T01:17:12.861Z
,,,Denver,F,Online,2016-04-03T08:10:10.889Z
,,,New York,F,Online,2015-03-17T14:54:25.919Z
,,,Denver,M,In store,2015-09-05T16:43:24.742Z
,,,London,F,In store,2015-11-03T04:47:31.385Z
,,,New York,F,In store,2016-05-13T10:09:20.049Z
,,,London,M,In store,2014-12-02T22:41:00.434Z
,,,San Diego,F,Online,2016-07-18T20:18:37.032Z
,,,New York,M,Online,2014-06-07T16:24:04.172Z
,,,Denver,F,Phone,2017-04-26T14:20:12.465Z
,,,London,M,Online,2014-01-21T10:48:47.062Z
,,,Austin,M,In store,2014-07-15T12:56:44.466Z
,,,Denver,M,In store,2017-11-09T22:26:35.231Z
,,,Seattle,M,Online,2017-08-03T12:15:09.645Z
,,,Seattle,F,Online,2014-07-10T19:36:02.056Z
,,,Denver,M,In store,2013-08-20T18:47:08.588Z
,,,Austin,F,Phone,2017-10-27T16:34:10.618Z
,,,London,M,Online,2016-04-25T12:28:00.602Z
,,,Austin,M,Online,2017-05-31T04:54:35.582Z
,,,Denver,F,In store,2017-11-16T00:10:09.900Z
,,,San Diego,M,Phone,2016-07-03T09:34:14.220Z
,,,Seattle,M,In store,2017-03-09T08:45:54.840Z
,,,Denver,M,In store,2015-06-06T02:48:31.248Z
,,,Austin,F,In store,2017-07-29T23:35:58.580Z
,,,Seattle,M,In store,2015-01-22T11:38:12.229Z
,,,Austin,M,In store,2015-05-05T16:22:43.076Z
,,,New York,F,In store,2015-05-30T23:41:13.876Z
,,,London,M,In store,2016-12-13T11:13:05.854Z
,,,Denver,M,In store,2013-02-22T10:50:36.035Z
,,,Seattle,F,In store,2017-04-25T16:58:56.960Z
,,,Seattle,F,In store,2015-10-25T08:06:45.289Z
,,,New York,F,In store,2017-02-25T18:06:55.645Z
,,,Seattle,F,Phone,2013-11-14T10:06:37.549Z
,,,New York,F,In store,2013-05-10T01:08:08.188Z
,,,Denver,F,In store,2013-04-08T21:27:18.798Z
,,,Seattle,F,Online,2015-05-17T00:28:50.468Z
,,,New York,M,In store,2015-06-30T10:51:10.153Z
,,,Denver,F,In store,2015-11-23T05:38:01.804Z
,,,Austin,F,In store,2017-01-13T01:57:39.567Z
,,,London,M,Phone,2014-05-31T00:35:30.230Z
,,,Seattle,F,Online,2016-01-18T05:01:36.650Z
,,,Seattle,M,In store,2017-04-08T02:54:51.812Z
,,,Denver,F,In store,2013-03-09T15:54:59.734Z
,,,London,M,In store,2017-07-23T22:20:56.691Z
,,,Denver,F,In store,2015-06-28T21:05:21.939Z
,,,Seattle,F,Online,2016-05-13T06:11:10.014Z
,,,London,M,Online,2014-11-13T19:53:59.242Z
,,,Austin,F,In store,2017-06-19T00:07:23.789Z
,,,Denver,M,Online,2015-01-28T22:14:45.086Z
,,,Denver,M,Online,2015-03-19T21:03:03.401Z
,,,London,M,In store,2014-05-31T03:41:01.239Z
,,,San Diego,F,In store,2017-03-20T16:18:18.509Z
,,,New York,M,In store,2015-06-21T21:31:23.539Z
,,,Seattle,F,Online,2014-10-22T09:38:36.588Z
,,,Denver,M,Online,2016-05-02T09:03:09.189Z
,,,London,F,Online,2016-09-12T03:18:40.845Z
,,,London,M,In store,2014-07-12T21:07:36.526Z
,,,Denver,M,In store,2017-04-16T13:01:42.214Z
,,,Austin,F,In store,2013-01-17T16:16:16.612Z
,,,Austin,M,In store,2014-10-29T14:52:36.158Z
,,,London,F,Online,2014-06-29T07:14:25.053Z
,,,Seattle,M,In store,2015-06-15T18:53:25.708Z
,,,Denver,F,Online,2015-02-27T22:55:28.953Z
,,,Denver,F,In store,2016-03-12T15:50:37.334Z
,,,London,M,Phone,2013-01-20T02:13:02.665Z
,,,Denver,M,In store,2014-02-21T10:29:49.185Z
,,,Denver,M,In store,2013-05-30T17:37:35.232Z
,,,Seattle,M,In store,2015-03-24T01:39:54.415Z
,,,New York,F,Online,2017-12-06T15:28:49.157Z
,,,Seattle,F,In store,2015-12-19T02:06:08.323Z
,,,New York,F,In store,2015-01-25T15:31:07.620Z
,,,Denver,M,Online,2013-12-30T21:37:49.393Z
,,,New York,F,In store,2017-03-29T22:50:15.463Z
,,,Denver,M,Online,2014-09-17T05:34:49.703Z
,,,Austin,F,In store,2016-08-16T12:40:24.135Z
,,,Seattle,M,In store,2015-10-13T16:29:54.106Z
,,,Austin,M,Phone,2016-08-18T13:08:46.783Z
,,,London,F,In store,2017-05-30T14:29:49.326Z
,,,New York,F,In store,2017-07-17T16:23:26.558Z
,,,Austin,F,Phone,2013-09-14T21:24:50.617Z
,,,New York,F,In store,2016-12-12T21:34:45.087Z
,,,Austin,F,Online,2016-07-20T13:49:45.690Z
,,,New York,M,Online,2015-01-19T01:39:11.951Z
,,,Austin,F,Online,2017-03-10T18:43:54.391Z
,,,London,F,Phone,2014-03-28T17:46:37.536Z
,,,London,M,In store,2013-08-07T19:49:50.244Z
,,,Seattle,M,In store,2015-10-09T18:24:16.744Z
,,,New York,F,In store,2013-09-01T20:56:59.374Z
,,,Seattle,M,In store,2014-07-25T16:18:09.315Z
,,,Seattle,F,Online,2013-10-12T17:56:34.381Z
,,,New York,F,Online,2015-07-07T03:25:47.835Z
,,,San Diego,F,Phone,2014-09-16T01:50:32.545Z
,,,New York,F,In store,2015-08-24T22:25:16.178Z
,,,London,M,In store,2014-03-21T23:08:55.595Z
,,,Seattle,M,In store,2017-10-01T16:32:49.421Z
,,,San Diego,F,Online,2017-08-31T05:36:19.575Z
,,,Denver,F,In store,2014-03-26T02:23:45.178Z
,,,Austin,F,Phone,2014-07-13T02:49:39.465Z
,,,Denver,F,In store,2016-05-23T08:53:17.936Z
,,,Denver,M,In store,2013-03-13T10:18:25.973Z
,,,London,M,Online,2016-12-16T11:37:12.919Z
,,,New York,M,In store,2016-09-08T10:32:13.090Z
,,,New York,F,Phone,2016-01-20T18:08:22.560Z
,,,Seattle,M,Online,2016-07-21T02:18:31.144Z
,,,Seattle,M,In store,2017-07-09T10:20:10.652Z
,,,Denver,F,In store,2014-01-18T07:47:02.463Z
,,,Austin,F,Phone,2015-05-07T21:42:19.248Z
,,,Denver,M,In store,2013-11-19T17:09:14.108Z
,,,San Diego,F,In store,2013-06-09T10:58:17.292Z
,,,Denver,F,In store,2017-06-12T23:11:07.431Z
,,,Seattle,F,Online,2015-11-14T18:25:11.931Z
,,,Seattle,F,Online,2016-08-27T06:09:47.658Z
,,,Denver,M,In store,2016-07-22T13:16:06.713Z
,,,New York,M,In store,2013-12-31T21:59:49.575Z
,,,Seattle,M,Online,2017-01-25T05:03:16.018Z
,,,San Diego,F,Online,2013-03-23T12:19:55.862Z
,,,London,M,Online,2016-09-29T05:07:50.775Z
,,,Austin,M,In store,2015-01-28T22:33:42.151Z
,,,Denver,F,Phone,2015-01-08T21:31:24.478Z
,,,Seattle,M,Online,2016-10-21T09:43:10.203Z
,,,London,F,In store,2015-05-13T13:57:16.370Z
,,,Denver,M,In store,2016-07-16T16:07:59.146Z
,,,Austin,F,Online,2017-01-17T11:12:51.613Z
,,,Denver,M,In store,2016-10-30T17:29:29.574Z
,,,Austin,F,In store,2015-05-06T21:46:36.963Z
,,,Denver,M,Phone,2014-01-15T14:21:55.106Z
,,,Denver,M,In store,2013-09-14T15:01:11.901Z
,,,London,M,Online,2016-07-27T09:47:30.157Z
,,,Denver,F,In store,2013-12-03T05:21:22.751Z
,,,London,M,In store,2016-03-30T16:35:52.909Z
,,,New York,M,Online,2014-10-07T17:38:13.090Z
,,,Seattle,M,Phone,2017-08-05T16:33:34.773Z
,,,Denver,F,In store,2017-05-30T09:53:45.895Z
,,,London,M,In store,2015-03-02T18:22:26.001Z
,,,Austin,F,Online,2017-08-19T20:07:40.998Z
,,,Denver,F,Online,2017-12-04T12:57:10.900Z
,,,New York,F,In store,2017-09-16T08:00:45.314Z
,,,Seattle,M,Online,2014-07-02T02:32:13.863Z
,,,Denver,M,In store,2017-07-12T18:04:21.511Z
,,,Denver,F,In store,2017-01-02T02:52:21.720Z
,,,Austin,M,In store,2017-09-14T03:49:14.129Z
,,,New York,F,In store,2017-03-04T00:48:09.423Z
,,,Denver,F,Online,2015-09-16T10:09:44.233Z
,,,Seattle,M,In store,2017-02-24T20:12:50.194Z
,,,Seattle,M,In store,2013-11-21T07:51:34.270Z
,,,Austin,M,In store,2016-08-05T01:27:29.697Z
,,,Denver,M,In store,2017-03-04T15:41:34.299Z
,,,Denver,M,Online,2015-08-27T17:37:40.343Z
,,,Seattle,F,In store,2015-02-17T23:14:38.546Z
,,,Denver,M,In store,2013-01-31T08:23:34.711Z
,,,Denver,F,In store,2017-03-17T12:36:57.846Z
,,,London,M,In store,2013-12-02T02:55:23.725Z
,,,New York,F,Online,2013-05-28T21:42:30.937Z
,,,Austin,F,In store,2015-07-04T06:31:53.363Z
,,,Austin,F,In store,2013-08-25T14:18:46.613Z
,,,Denver,F,In store,2014-12-06T05:48:12.629Z
,,,London,M,In store,2016-02-25T19:34:25.928Z
,,,New York,M,In store,2013-07-27T08:23:13.761Z
,,,Denver,M,Online,2016-06-06T01:17:41.396Z
,,,Denver,F,Phone,2016-11-28T22:43:27.053Z
,,,New York,M,In store,2017-01-22T08:34:15.507Z
,,,New York,M,Online,2016-12-10T11:51:06.954Z
,,,Seattle,M,In store,2016-10-11T03:54:06.308Z
,,,Denver,M,In store,2014-02-10T22:10:10.245Z
,,,Denver,M,Online,2016-07-24T19:10:21.450Z
,,,Austin,F,In store,2017-07-23T01:12:09.544Z
,,,Denver,F,In store,2015-01-17T17:02:50.945Z
,,,Seattle,F,Online,2017-12-05T13:49:36.521Z
,,,London,M,Phone,2014-09-26T00:23:02.500Z
,,,Denver,F,In store,2014-02-02T07:02:27.666Z
,,,Denver,M,Phone,2016-03-18T09:28:30.729Z
,,,Austin,F,In store,2016-05-11T04:16:27.666Z
,,,Austin,M,In store,2014-10-24T14:40:08.407Z
,,,Austin,F,Phone,2015-11-21T07:23:30.978Z
,,,Seattle,F,In store,2017-02-07T13:04:50.675Z
,,,London,M,Online,2015-04-29T17:13:03.267Z
,,,San Diego,F,Phone,2015-07-25T23:02:07.429Z
,,,New York,F,In store,2016-12-02T05:14:28.152Z
,,,Seattle,F,In store,2015-08-31T15:40:48.974Z
,,,New York,F,In store,2013-12-17T00:20:44.324Z
,,,Denver,M,In store,2015-09-30T13:07:55.525Z
,,,San Diego,F,In store,2016-03-22T04:31:03.204Z
,,,Seattle,F,In store,2017-09-03T13:14:43.271Z
,,,Seattle,M,In store,2014-09-13T01:15:58.378Z
,,,San Diego,F,In store,2016-02-21T21:27:37.304Z
,,,Denver,M,Online,2016-12-25T17:29:54.893Z
,,,London,M,In store,2015-05-26T17:44:22.283Z
,,,Austin,F,Online,2017-01-31T15:53:48.551Z
,,,Seattle,F,Online,2016-12-31T22:00:22.974Z
,,,Denver,M,In store,2015-06-14T14:21:09.539Z
,,,London,F,In store,2015-04-17T02:40:24.806Z
,,,London,M,Online,2017-03-07T01:53:14.980Z
,,,New York,F,In store,2016-03-04T10:42:56.624Z
,,,London,F,Phone,2017-07-15T02:33:15.040Z
,,,London,F,Phone,2013-05-01T13:36:19.082Z
,,,Denver,F,In store,2016-01-30T07:31:57.105Z
,,,Austin,F,Online,2015-05-16T04:15:51.301Z
,,,New York,F,Phone,2014-05-01T13:42:54.635Z
,,,London,F,Online,2015-02-15T09:41:29.634Z
,,,London,F,In store,2015-09-18T23:45:15.522Z
,,,Seattle,M,Online,2017-04-20T21:46:06.965Z
,,,Seattle,M,In store,2016-10-17T01:06:17.229Z
,,,San Diego,F,In store,2014-09-03T06:30:27.201Z
,,,Denver,M,Online,2015-04-18T07:10:17.091Z
,,,Denver,F,Online,2017-03-29T13:16:53.898Z
,,,Austin,M,Online,2013-10-19T11:30:47.051Z
,,,Denver,F,Online,2015-09-03T17:56:59.803Z
,,,Seattle,M,Online,2015-06-12T06:50:19.938Z
,,,Austin,M,Online,2017-06-17T05:56:03.803Z
,,,Denver,F,Online,2013-03-15T17:25:20.936Z
,,,London,F,In store,2015-11-02T03:46:45.389Z
,,,London,M,In store,2016-01-06T12:11:39.564Z
,,,London,M,In store,2013-01-08T11:18:05.882Z
,,,London,F,In store,2014-07-01T02:40:49.736Z
,,,Austin,F,In store,2015-12-03T05:43:19.357Z
,,,New York,F,In store,2017-01-09T07:11:59.302Z
,,,New York,M,In store,2016-07-15T15:13:51.518Z
,,,London,F,Online,2015-09-24T00:12:03.924Z
,,,New York,F,Online,2014-06-15T15:59:46.824Z
,,,Seattle,F,Online,2017-08-27T23:26:15.804Z
,,,Seattle,F,In store,2013-02-14T16:12:27.790Z
,,,Seattle,F,In store,2016-06-08T01:01:32.207Z
,,,London,M,In store,2017-09-27T14:00:24.544Z
,,,Denver,F,In store,2016-04-09T23:47:53.224Z
,,,Seattle,F,In store,2017-04-20T19:13:23.294Z
,,,Seattle,F,In store,2013-02-05T23:27:00.040Z
,,,Seattle,F,Online,2017-02-24T14:29:56.160Z
,,,London,F,Online,2016-09-06T09:17:01.628Z
,,,London,F,Online,2017-01-07T04:33:28.241Z
,,,London,M,Phone,2015-09-05T14:07:56.140Z
,,,New York,M,Online,2013-07-20T02:41:21.194Z
,,,Seattle,F,Online,2014-08-11T11:41:51.654Z
,,,San Diego,F,In store,2017-06-04T09:35:51.586Z
,,,London,F,In store,2017-03-14T19:02:49.928Z
,,,Seattle,M,Online,2016-02-24T06:10:47.480Z
,,,London,F,In store,2014-05-01T20:30:43.196Z
,,,Seattle,M,Phone,2016-08-04T20:40:19.968Z
,,,New York,M,In store,2017-10-15T07:55:37.630Z
,,,Austin,M,Online,2014-06-17T19:43:31.844Z
,,,Seattle,M,Phone,2017-01-07T10:08:42.379Z
,,,Denver,M,In store,2017-09-24T20:55:02.960Z
,,,London,M,In store,2017-12-07T16:16:41.449Z
,,,Denver,F,Online,2015-10-13T20:17:56.836Z
,,,Seattle,M,In store,2017-07-06T01:03:15.169Z
,,,Seattle,F,In store,2015-11-15T02:10:40.947Z
,,,Denver,M,In store,2017-02-03T03:46:30.998Z
,,,Denver,M,In store,2017-09-18T09:04:38.027Z
,,,New York,M,Online,2013-05-20T09:48:18.254Z
,,,New York,F,In store,2016-08-12T18:04:29.098Z
,,,New York,F,Online,2013-09-23T23:40:34.431Z
,,,Denver,M,Online,2015-09-13T21:13:13.121Z
,,,Denver,M,In store,2014-02-01T08:22:59.281Z
,,,Austin,F,Online,2014-07-28T02:57:46.778Z
,,,New York,F,In store,2016-12-17T12:03:29.202Z
,,,Denver,F,In store,2016-02-25T05:32:22.865Z
,,,London,M,Online,2017-12-17T13:18:52.684Z
,,,San Diego,F,In store,2016-03-27T07:12:57.445Z
,,,Seattle,M,Phone,2015-03-05T21:56:34.134Z
,,,Seattle,F,In store,2013-07-03T19:20:35.138Z
,,,London,F,Online,2013-06-20T13:16:32.894Z
,,,Denver,F,Phone,2017-07-28T01:13:22.146Z
,,,Denver,M,Phone,2016-07-29T07:44:48.864Z
,,,Denver,M,In store,2014-05-10T13:26:25.708Z
,,,Denver,F,In store,2016-07-28T21:46:32.161Z
,,,San Diego,M,In store,2016-04-09T06:53:22.149Z
,,,Denver,F,In store,2014-08-15T14:24:29.016Z
,,,New York,F,In store,2015-10-02T01:37:21.242Z
,,,Austin,F,In store,2013-05-23T14:08:04.160Z
,,,New York,M,Phone,2014-05-01T06:35:09.869Z
,,,Seattle,F,In store,2017-11-27T03:06:30.689Z
,,,Seattle,M,Online,2013-11-14T05:18:51.713Z
,,,London,F,In store,2013-09-29T11:47:41.837Z
,,,London,M,Online,2013-04-01T13:14:15.714Z
,,,San Diego,M,In store,2013-10-19T09:25:54.982Z
,,,Seattle,M,In store,2013-03-28T09:30:07.839Z
,,,Denver,F,Online,2013-01-17T09:14:04.168Z
,,,Seattle,M,In store,2013-06-05T20:46:42.362Z
,,,Denver,F,In store,2015-11-14T19:15:46.028Z
,,,Denver,M,In store,2016-06-09T13:57:44.398Z
,,,Seattle,F,Online,2015-05-06T19:36:48.973Z
,,,Seattle,F,In store,2014-07-01T05:44:44.358Z
,,,Denver,M,In store,2013-11-09T19:33:45.745Z
,,,San Diego,M,In store,2014-09-14T19:16:26.686Z
,,,Seattle,F,Online,2013-12-03T09:10:58.599Z
,,,Austin,M,Online,2014-11-06T15:56:18.239Z
,,,New York,M,In store,2016-07-06T20:32:54.850Z
,,,London,M,In store,2017-02-11T20:09:21.139Z
,,,London,F,In store,2017-05-27T11:54:47.933Z
,,,Denver,F,In store,2013-10-18T20:25:44.765Z
,,,Denver,F,In store,2013-09-12T09:11:18.665Z
,,,Denver,M,Online,2013-03-29T20:21:47.173Z
,,,London,F,Phone,2014-05-18T16:51:30.837Z
,,,Austin,M,Online,2017-11-26T00:46:29.772Z
,,,London,F,Online,2017-05-23T11:55:32.329Z
,,,New York,M,Online,2013-11-27T07:43:34.376Z
,,,San Diego,F,Online,2014-01-28T17:33:23.020Z
,,,San Diego,F,In store,2013-09-28T13:34:31.974Z
,,,New York,M,Online,2014-06-28T23:36:40.377Z
,,,Seattle,M,In store,2014-11-10T13:30:26.026Z
,,,Denver,M,Online,2014-06-11T03:49:57.687Z
,,,Denver,F,In store,2014-01-24T21:56:12.787Z
,,,New York,F,In store,2014-03-29T15:22:49.433Z
,,,London,M,Online,2015-02-06T23:11:54.423Z
,,,New York,M,Phone,2017-07-31T17:10:32.502Z
,,,Seattle,F,Phone,2016-08-11T23:54:18.099Z
,,,New York,F,Online,2014-05-17T15:50:20.450Z
,,,New York,F,Online,2013-08-13T09:49:17.394Z
,,,San Diego,M,Online,2014-02-02T12:41:08.757Z
,,,Denver,F,Phone,2015-07-27T15:25:51.579Z
,,,Seattle,M,Online,2014-01-02T00:02:03.513Z
,,,Seattle,M,Online,2013-07-13T21:36:01.618Z
,,,Denver,M,Online,2014-04-17T04:54:57.056Z
,,,Seattle,M,Online,2017-10-05T02:19:39.157Z
,,,Denver,F,Online,2013-04-03T13:21:07.790Z
,,,Denver,M,In store,2013-12-14T04:30:07.404Z
,,,San Diego,F,In store,2013-08-20T11:04:31.702Z
,,,New York,F,Online,2015-06-02T20:34:50.313Z
,,,Seattle,F,Online,2013-08-15T16:24:06.344Z
,,,Denver,F,In store,2016-08-18T14:10:19.978Z
,,,Seattle,M,In store,2013-07-30T11:54:19.810Z
,,,Austin,M,Online,2013-10-16T02:29:42.729Z
,,,Seattle,M,Online,2013-09-08T19:52:58.391Z
,,,London,F,Phone,2017-12-28T02:52:37.511Z
,,,New York,M,In store,2015-02-20T08:05:31.005Z
,,,Seattle,F,In store,2013-01-30T23:37:55.664Z
,,,Austin,F,Online,2014-11-30T05:12:47.539Z
,,,Seattle,M,In store,2014-03-16T22:46:34.498Z
,,,Denver,M,Phone,2017-10-18T04:10:49.594Z
,,,Denver,M,Online,2017-10-13T21:40:06.820Z
,,,New York,M,In store,2017-08-27T05:32:35.343Z
,,,Austin,M,Online,2015-02-04T12:08:28.603Z
,,,London,F,In store,2017-06-22T12:04:49.486Z
,,,New York,M,Phone,2015-01-21T02:33:05.293Z
,,,London,M,Phone,2014-08-13T02:00:56.519Z
,,,Denver,F,Online,2016-07-30T23:28:59.742Z
,,,Denver,M,Phone,2015-02-19T11:55:46.154Z
,,,Seattle,M,In store,2016-05-30T14:08:15.470Z
,,,London,M,Online,2015-01-14T12:09:21.573Z
,,,Seattle,M,In store,2017-06-03T05:58:21.943Z
,,,Denver,M,Online,2015-05-05T02:59:25.827Z
,,,Austin,F,Phone,2014-04-25T19:50:58.993Z
,,,Seattle,M,Online,2017-07-27T19:15:35.357Z
,,,Seattle,F,In store,2017-05-05T05:08:22.642Z
,,,New York,M,In store,2017-10-04T18:41:48.787Z
,,,Austin,F,In store,2017-11-01T12:59:58.838Z
,,,Seattle,F,Phone,2014-03-03T21:48:52.235Z
,,,Seattle,F,In store,2014-12-04T14:23:57.773Z
,,,Denver,F,Online,2014-11-23T12:11:12.987Z
,,,London,M,Online,2014-03-24T12:13:34.960Z
,,,Austin,M,In store,2017-05-17T04:00:37.055Z
,,,Seattle,M,Online,2017-04-18T08:15:23.772Z
,,,Seattle,M,In store,2015-10-14T16:51:06.498Z
,,,London,M,In store,2015-12-23T16:24:50.056Z
,,,Denver,F,In store,2014-09-13T02:45:35.443Z
,,,Seattle,F,In store,2014-12-29T20:16:03.731Z
,,,London,M,In store,2016-11-24T20:54:14.375Z
,,,Seattle,M,In store,2013-11-09T20:15:27.876Z
,,,Seattle,F,Online,2014-03-25T07:56:37.781Z
,,,Seattle,F,Online,2015-01-14T16:28:57.000Z
,,,San Diego,M,Online,2016-08-13T03:46:33.775Z
,,,San Diego,M,Online,2017-06-02T13:55:40.378Z
,,,Denver,M,Phone,2017-05-11T21:26:59.723Z
,,,Seattle,F,Phone,2017-01-19T02:01:06.173Z
,,,Seattle,F,In store,2016-07-23T14:48:55.012Z
,,,Austin,M,In store,2013-09-12T10:28:24.617Z
,,,Seattle,M,Online,2013-01-28T15:35:12.500Z
,,,Seattle,M,In store,2013-01-01T23:21:17.091Z
,,,Austin,F,In store,2013-08-20T07:12:26.425Z
,,,New York,M,In store,2015-12-10T04:55:24.191Z
,,,Seattle,F,In store,2013-01-19T20:28:21.812Z
,,,Denver,M,Phone,2015-09-27T06:29:27.387Z
,,,Denver,M,Phone,2016-06-08T00:59:56.848Z
,,,London,F,In store,2017-12-02T04:37:00.703Z
,,,Denver,M,In store,2016-02-01T07:27:18.530Z
,,,London,F,In store,2015-08-31T01:48:46.456Z
,,,Denver,M,Online,2017-03-11T10:30:42.923Z
,,,San Diego,F,In store,2015-10-06T20:55:42.531Z
,,,London,F,Online,2016-11-26T15:39:48.463Z
,,,Denver,F,In store,2013-10-05T13:04:29.296Z
,,,Seattle,M,In store,2015-09-04T18:46:22.091Z
,,,San Diego,M,In store,2017-08-18T02:48:01.081Z
,,,Denver,F,Online,2016-04-08T00:58:52.465Z
,,,Denver,F,In store,2014-09-02T05:59:19.589Z
,,,London,M,In store,2014-08-01T17:29:20.893Z
,,,New York,F,In store,2017-05-19T20:05:39.755Z
,,,Seattle,F,Online,2017-03-01T06:03:19.815Z
,,,Seattle,M,In store,2017-12-18T19:35:49.178Z
,,,Austin,F,Online,2016-06-07T18:06:40.850Z
,,,Denver,F,In store,2015-05-13T19:34:38.670Z
,,,Denver,F,Online,2013-12-15T06:37:00.401Z
,,,Denver,F,Phone,2016-12-08T22:23:30.404Z
,,,Denver,M,In store,2016-03-05T00:45:27.567Z
,,,Austin,M,In store,2013-12-29T21:16:48.608Z
,,,Austin,F,Online,2015-03-08T21:36:06.900Z
,,,Denver,F,Online,2013-04-30T18:09:47.276Z
,,,London,M,Phone,2014-08-03T06:57:32.743Z
,,,Seattle,M,Phone,2013-07-26T12:41:01.080Z
,,,San Diego,M,In store,2017-11-08T19:13:17.234Z
,,,Denver,F,Online,2016-12-27T14:36:40.017Z
,,,Denver,M,In store,2015-08-16T22:28:32.671Z
,,,Seattle,M,In store,2013-11-13T01:23:49.710Z
,,,New York,M,Online,2013-08-09T00:49:53.974Z
,,,Denver,M,In store,2013-12-01T12:36:26.358Z
,,,Denver,M,In store,2013-04-02T05:28:39.538Z
,,,Austin,M,Phone,2015-01-01T15:26:25.429Z
,,,New York,M,In store,2017-08-05T03:08:40.218Z
,,,Seattle,F,In store,2015-07-30T20:19:48.502Z
,,,San Diego,F,In store,2013-08-07T03:54:43.321Z
,,,Austin,M,In store,2014-11-02T09:14:35.156Z
,,,Austin,M,In store,2016-01-12T06:47:13.047Z
,,,Austin,F,In store,2017-10-21T06:56:01.230Z
,,,San Diego,F,In store,2013-05-22T00:07:17.719Z
,,,Austin,M,In store,2013-12-28T22:02:25.789Z
,,,Seattle,F,In store,2015-01-13T17:19:02.001Z
,,,Denver,F,Online,2017-12-03T11:23:59.899Z
,,,Denver,M,In store,2016-10-28T17:08:26.214Z
,,,Austin,F,In store,2017-04-26T10:24:58.859Z
,,,Seattle,M,In store,2013-02-22T14:01:50.680Z
,,,San Diego,M,In store,2016-06-13T16:30:18.055Z
,,,Austin,F,In store,2013-02-19T05:03:44.843Z
,,,Seattle,F,Phone,2013-05-24T02:28:23.142Z
,,,London,M,Online,2015-10-01T07:12:36.736Z
,,,New York,M,In store,2013-04-26T15:33:12.505Z
,,,Denver,F,In store,2015-07-25T04:37:42.097Z
,,,London,M,In store,2013-07-01T00:38:44.162Z
,,,Denver,M,In store,2014-07-02T09:43:05.012Z
,,,New York,M,Online,2014-10-24T20:37:20.373Z
,,,Denver,F,In store,2014-06-12T17:34:39.451Z
,,,Seattle,M,Online,2014-08-02T08:14:46.589Z
,,,Denver,F,In store,2017-07-25T21:01:35.974Z
,,,Seattle,M,Online,2013-05-24T17:45:13.527Z
